Nodes,Steps,Dist,Time
128,105,19.76562824059225,0.005089998245239258
273,175,22.686049126877446,0.019546985626220703
184,145,20.8723988401422,0.008037328720092773
142,117,20.036380474332127,0.003860950469970703
153,120,19.55441680546087,0.005089998245239258
323,221,21.187033753285803,0.017850875854492188
168,131,21.175165019713372,0.005338191986083984
246,167,19.58690988684898,0.013222217559814453
354,233,19.9817011835698,0.018018007278442383
168,139,19.98523043990258,0.005024909973144531
424,269,20.960901027162553,0.03627300262451172
202,139,20.674481640477747,0.009574174880981445
195,158,22.060468135546987,0.006399869918823242
297,204,20.949326532696894,0.014761924743652344
223,161,19.92524782780717,0.010011911392211914
399,254,21.558559067705733,0.023680925369262695
167,140,21.476106982122506,0.004878044128417969
159,134,20.06909407876867,0.0051419734954833984
262,185,21.679727526076732,0.01266622543334961
276,195,19.95413399930519,0.013660192489624023
268,171,20.22587252762396,0.01792001724243164
290,209,21.78802762975875,0.014627933502197266
171,132,21.267381526481806,0.007200002670288086
326,225,19.48528430460247,0.014960050582885742
170,125,19.778632132597814,0.005776882171630859
225,176,20.706274245706858,0.008987903594970703
183,133,20.812818311936855,0.007769107818603516
276,200,20.99366148587436,0.01284027099609375
217,164,21.60254814196696,0.008268117904663086
439,274,21.39208622994642,0.04927420616149902
243,175,22.05677651597967,0.015465974807739258
116,103,19.04638634310696,0.0032167434692382812
189,148,19.268956231931785,0.005751848220825195
160,135,20.050447523449265,0.005939960479736328
207,161,20.367305189517445,0.00727391242980957
141,112,21.095377696574037,0.0046539306640625
213,144,19.097551961660965,0.008558034896850586
208,159,21.090862705435814,0.009824037551879883
219,152,21.412716434774982,0.011990070343017578
207,154,19.337172609397964,0.007632017135620117
272,187,22.858520029750547,0.013767004013061523
230,168,20.16076918056795,0.010556221008300781
299,226,20.588004043185652,0.015831947326660156
173,133,19.538605652047924,0.006208896636962891
168,131,19.30691804413886,0.005349159240722656
237,183,22.195892399855136,0.009423017501831055
350,232,20.404418460373773,0.023134231567382812
257,160,22.380461436519642,0.016845226287841797
347,201,21.455580699962184,0.03702092170715332
289,196,20.32655292090599,0.014903068542480469
313,226,20.71770258700226,0.018011808395385742
186,137,19.19736511160885,0.006723880767822266
305,218,19.53317817860377,0.01390695571899414
232,159,20.52631759257948,0.012107610702514648
280,207,21.24767815799868,0.01402592658996582
231,174,20.71364843654123,0.008109807968139648
230,157,21.114996215594356,0.010626077651977539
120,99,21.06513988859762,0.0035839080810546875
199,144,19.472010570425,0.008069992065429688
300,189,20.444294776211443,0.019376277923583984
232,160,21.403789720736167,0.014518022537231445
279,180,22.758382150719196,0.01723003387451172
272,186,21.237024317147775,0.021951913833618164
283,186,23.092017468280485,0.020440101623535156
113,98,18.48713775479056,0.0027039051055908203
247,186,20.35870592115953,0.010696887969970703
376,218,20.45518831550428,0.0472409725189209
365,242,20.843120428361548,0.025675058364868164
203,162,21.095953158663054,0.00710296630859375
290,207,20.66687335031559,0.014729022979736328
257,193,19.496725278459028,0.014142990112304688
294,188,21.69276977937086,0.02068305015563965
286,211,21.09428800504807,0.013633966445922852
235,161,21.663944824395664,0.015055179595947266
187,156,19.365045880182223,0.005160808563232422
295,189,21.77370372918714,0.01963496208190918
162,134,20.418979864800864,0.005388021469116211
195,149,18.89683578855453,0.007328987121582031
189,140,18.848886969484795,0.0070037841796875
440,267,20.89066042651107,0.03624391555786133
257,191,22.663273083113936,0.010439872741699219
370,236,20.380714798765002,0.029237031936645508
362,213,20.71326845650615,0.03973817825317383
183,138,19.788113616502915,0.007684946060180664
444,279,22.66920180349481,0.04558300971984863
236,169,19.664622662130085,0.013574838638305664
265,204,21.118193378043877,0.010915040969848633
206,161,20.525863750116375,0.007415056228637695
187,140,19.612457462700178,0.007185935974121094
248,173,21.661307506342084,0.010457038879394531
177,138,20.507910986467817,0.006075859069824219
286,199,19.285722477037368,0.016264915466308594
170,141,18.35368378244041,0.004518032073974609
371,253,21.753532837102206,0.021896839141845703
141,112,20.56675801955374,0.004614114761352539
460,274,20.17444685771898,0.03827214241027832
292,198,19.18954630038084,0.02462291717529297
137,110,19.339147234337002,0.004988908767700195
201,145,20.512284340534634,0.009855031967163086
210,150,19.816904465935067,0.011080026626586914
166,135,19.35299378585288,0.006730794906616211
150,113,18.905379709626487,0.005300998687744141
358,214,22.45789081278659,0.035151004791259766
291,210,21.18156300145275,0.01190805435180664
207,162,22.28360222597862,0.007058143615722656
223,168,20.709272176170597,0.0072591304779052734
170,133,19.31245241206855,0.00582575798034668
481,291,23.316474490340592,0.06660127639770508
229,157,19.169871720240042,0.013037919998168945
209,146,23.757010077905694,0.011919975280761719
258,185,20.59970260446427,0.015177011489868164
241,178,23.774295363751914,0.011532783508300781
279,178,22.260113900174204,0.020147085189819336
238,180,20.984150530496052,0.010464906692504883
202,151,20.980387877340572,0.009082317352294922
291,192,22.01916665143711,0.018402099609375
339,218,23.035109454219093,0.028620004653930664
342,211,19.423733589060948,0.03815007209777832
267,204,23.27341951362595,0.012280941009521484
179,142,22.251048296263093,0.00668787956237793
176,123,18.75988580041746,0.007231950759887695
209,160,22.797599953476126,0.009168863296508789
246,183,19.759429323872148,0.012733221054077148
234,162,23.363016915184815,0.014150142669677734
181,136,20.196133979905444,0.00629878044128418
167,130,19.335028840100197,0.005776882171630859
301,225,19.33521037957618,0.013715267181396484
305,216,22.508624353862746,0.01658010482788086
181,146,19.754169022025003,0.005898952484130859
254,192,20.9591330969449,0.009444952011108398
291,192,20.857732563099223,0.02239513397216797
332,221,19.575902483994078,0.01898980140686035
